date,hour,sales,profit,region,state,category,type,caffeination
3/2/2011,16,129,70,East,CT,Tea,Darjeeling,Regular
3/12/2011,17,66,27,East,CT,Tea,Green Tea,Regular
3/8/2011,18,160,0,East,CT,Espresso,Caffe Mocha,Regular
3/8/2011,19,132,39,East,CT,Espresso,Decaf Espresso,Decaf
3/12/2011,20,329,169,East,CT,Coffee,Columbian,Regular
3/29/2011,21,119,52,East,FL,Herbal Tea,Chamomile,Decaf
3/16/2011,22,128,18,East,FL,Herbal Tea,Lemon,Decaf
3/25/2011,6,165,59,East,FL,Herbal Tea,Mint,Decaf
3/11/2011,7,86,40,East,FL,Tea,Darjeeling,Regular
3/15/2011,8,129,70,East,FL,Tea,Green Tea,Regular
3/30/2011,9,228,110,East,FL,Coffee,Decaf Irish Cream,Decaf
3/5/2011,10,242,25,East,FL,Espresso,Caffe Mocha,Regular
3/3/2011,11,200,80,East,FL,Espresso,Decaf Espresso,Decaf
3/22/2011,12,224,99,East,FL,Coffee,Columbian,Regular
3/29/2011,13,137,24,East,MA,Herbal Tea,Lemon,Decaf
3/4/2011,14,84,42,East,MA,Tea,Darjeeling,Regular
3/21/2011,15,56,22,East,MA,Tea,Green Tea,Regular
3/5/2011,16,133,6,East,MA,Espresso,Caffe Mocha,Regular
3/22/2011,17,346,140,East,MA,Espresso,Regular Espresso,Regular
3/20/2011,18,524,543,East,MA,Coffee,Columbian,Regular
3/2/2011,19,80,4,East,NH,Herbal Tea,Lemon,Decaf
3/25/2011,13,48,16,East,NH,Tea,Darjeeling,Regular
3/31/2011,14,46,47,East,NH,Tea,Green Tea,Regular
3/14/2011,15,114,10,East,NH,Espresso,Caffe Mocha,Regular
3/11/2011,16,80,6,East,NH,Espresso,Regular Espresso,Regular
3/2/2011,17,114,43,East,NH,Coffee,Amaretto,Regular
3/7/2011,18,127,39,East,NH,Coffee,Columbian,Regular
3/19/2011,19,547,209,East,NY,Herbal Tea,Lemon,Decaf
3/19/2011,20,194,177,East,NY,Herbal Tea,Mint,Decaf
3/8/2011,21,249,151,East,NY,Tea,Darjeeling,Regular
3/21/2011,22,227,135,East,NY,Tea,Earl Grey,Regular
3/2/2011,23,211,123,East,NY,Tea,Green Tea,Regular
3/30/2011,0,67,309,East,NY,Espresso,Caffe Mocha,Regular
3/3/2011,1,557,288,East,NY,Espresso,Regular Espresso,Regular
3/11/2011,2,719,384,East,NY,Coffee,Columbian,Regular
3/21/2011,3,117,50,South,LA,Herbal Tea,Chamomile,Decaf
3/16/2011,4,201,58,South,LA,Herbal Tea,Lemon,Decaf
3/17/2011,5,87,43,South,LA,Coffee,Columbian,Regular
3/12/2011,6,129,70,South,LA,Coffee,Decaf Irish Cream,Decaf
3/24/2011,7,160,1,South,LA,Espresso,Caffe Latte,Regular
3/9/2011,8,178,93,South,LA,Espresso,Caffe Mocha,Regular
3/21/2011,9,137,56,South,LA,Espresso,Decaf Espresso,Decaf
3/29/2011,10,48,15,South,NM,Herbal Tea,Chamomile,Decaf
3/11/2011,11,67,7,South,NM,Herbal Tea,Lemon,Decaf
3/26/2011,12,127,39,South,NM,Coffee,Columbian,Regular
3/25/2011,13,113,49,South,NM,Coffee,Decaf Irish Cream,Decaf
3/4/2011,14,80,4,South,NM,Espresso,Caffe Latte,Regular
3/5/2011,15,114,10,South,NM,Espresso,Caffe Mocha,Regular
3/13/2011,16,91,16,South,NM,Espresso,Decaf Espresso,Decaf
3/22/2011,17,128,19,South,OK,Herbal Tea,Chamomile,Decaf
3/21/2011,18,242,25,South,OK,Herbal Tea,Lemon,Decaf
3/22/2011,19,104,43,South,OK,Coffee,Columbian,Regular
3/1/2011,20,84,40,South,OK,Coffee,Decaf Irish Cream,Decaf
3/4/2011,21,228,110,South,OK,Espresso,Caffe Latte,Regular
3/24/2011,22,56,22,South,OK,Espresso,Caffe Mocha,Regular
3/27/2011,23,224,101,South,OK,Espresso,Decaf Espresso,Decaf
3/24/2011,0,143,46,South,TX,Herbal Tea,Chamomile,Decaf
3/30/2011,1,129,52,South,TX,Herbal Tea,Lemon,Decaf
3/29/2011,2,498,246,South,TX,Coffee,Columbian,Regular
3/7/2011,3,206,104,South,TX,Coffee,Decaf Irish Cream,Decaf
3/16/2011,4,192,80,South,TX,Espresso,Caffe Latte,Regular
3/25/2011,5,227,135,South,TX,Espresso,Caffe Mocha,Regular
3/17/2011,6,211,125,South,TX,Espresso,Decaf Espresso,Decaf
3/20/2011,7,114,42,West,UT,Herbal Tea,Chamomile,Decaf
3/18/2011,8,127,39,West,UT,Herbal Tea,Lemon,Decaf
3/23/2011,9,113,47,West,UT,Herbal Tea,Mint,Decaf
3/2/2011,10,114,10,West,UT,Tea,Darjeeling,Regular
3/16/2011,11,91,15,West,UT,Tea,Earl Grey,Regular
3/8/2011,12,80,6,West,UT,Tea,Green Tea,Regular
3/11/2011,13,117,50,West,UT,Espresso,Caffe Mocha,Regular
3/18/2011,14,129,70,West,UT,Espresso,Decaf Espresso,Decaf
3/24/2011,15,174,67,West,UT,Coffee,Amaretto,Regular
3/13/2011,16,132,39,West,UT,Coffee,Columbian,Regular
3/16/2011,17,201,56,West,UT,Coffee,Decaf Irish Cream,Decaf
3/4/2011,18,126,67,West,UT,Espresso,Caffe Latte,Regular
3/7/2011,19,249,150,West,CA,Herbal Tea,Chamomile,Decaf
3/10/2011,20,498,245,West,CA,Herbal Tea,Lemon,Decaf
3/14/2011,21,206,102,West,CA,Herbal Tea,Mint,Decaf
3/8/2011,22,227,135,West,CA,Tea,Darjeeling,Regular
3/9/2011,23,211,125,West,CA,Tea,Earl Grey,Regular
3/28/2011,0,192,80,West,CA,Tea,Green Tea,Regular
3/19/2011,1,318,40,West,CA,Espresso,Caffe Mocha,Regular
3/30/2011,2,604,313,West,CA,Espresso,Decaf Espresso,Decaf
3/20/2011,6,133,61,West,CA,Coffee,Amaretto,Regular
3/8/2011,7,719,384,West,CA,Coffee,Columbian,Regular
3/4/2011,8,135,180,West,CA,Coffee,Decaf Irish Cream,Decaf
3/17/2011,9,509,221,West,CA,Espresso,Caffe Latte,Regular
3/14/2011,10,318,40,West,NV,Herbal Tea,Chamomile,Decaf
3/22/2011,11,391,177,West,NV,Herbal Tea,Lemon,Decaf
3/24/2011,12,285,151,West,NV,Herbal Tea,Mint,Decaf
3/13/2011,13,604,315,West,NV,Tea,Darjeeling,Regular
3/18/2011,14,509,220,West,NV,Tea,Earl Grey,Regular
3/7/2011,15,34,505,West,NV,Tea,Green Tea,Regular
3/30/2011,16,46,46,West,NV,Espresso,Caffe Latte,Regular
3/16/2011,17,48,15,West,NV,Espresso,Caffe Mocha,Regular
3/9/2011,18,44,15,West,NV,Espresso,Decaf Espresso,Decaf
3/8/2011,19,80,6,West,NV,Coffee,Columbian,Regular
3/30/2011,17,67,9,West,NV,Coffee,Decaf Irish Cream,Decaf
3/22/2011,18,98,49,West,OR,Herbal Tea,Chamomile,Decaf
3/22/2011,19,104,43,West,OR,Herbal Tea,Lemon,Decaf
3/21/2011,20,56,24,West,OR,Tea,Darjeeling,Regular
3/25/2011,21,224,101,West,OR,Tea,Earl Grey,Regular
3/18/2011,22,228,110,West,OR,Tea,Green Tea,Regular
3/16/2011,23,137,22,West,OR,Espresso,Caffe Latte,Regular
3/28/2011,0,143,47,West,OR,Espresso,Caffe Mocha,Regular
3/13/2011,1,346,140,West,OR,Espresso,Decaf Espresso,Decaf
3/8/2011,2,133,4,West,OR,Coffee,Amaretto,Regular
3/9/2011,3,159,36,West,OR,Coffee,Columbian,Regular
3/29/2011,4,129,50,West,OR,Coffee,Decaf Irish Cream,Decaf
3/22/2011,5,329,171,West,WA,Herbal Tea,Chamomile,Decaf
3/27/2011,6,87,43,West,WA,Herbal Tea,Lemon,Decaf
3/12/2011,7,178,92,West,WA,Tea,Darjeeling,Regular
3/20/2011,8,137,56,West,WA,Tea,Earl Grey,Regular
3/1/2011,9,160,0,West,WA,Tea,Green Tea,Regular
3/29/2011,10,119,52,West,WA,Espresso,Caffe Latte,Regular
3/15/2011,11,128,18,West,WA,Espresso,Caffe Mocha,Regular
3/17/2011,12,165,59,West,WA,Espresso,Decaf Espresso,Decaf
3/24/2011,13,160,71,West,WA,Coffee,Columbian,Regular
3/11/2011,14,242,24,West,WA,Coffee,Decaf Irish Cream,Decaf
4/19/2011,15,346,140,Central,CO,Herbal Tea,Chamomile,Decaf
4/10/2011,16,133,6,Central,CO,Herbal Tea,Lemon,Decaf
4/10/2011,17,137,43,Central,CO,Herbal Tea,Mint,Decaf
4/20/2011,18,129,19,Central,CO,Tea,Darjeeling,Regular
4/14/2011,19,147,50,Central,CO,Tea,Earl Grey,Regular
4/4/2011,20,113,47,Central,CO,Tea,Green Tea,Regular
4/8/2011,21,211,125,Central,CO,Espresso,Caffe Mocha,Regular
4/30/2011,22,181,71,Central,CO,Espresso,Decaf Espresso,Decaf
4/21/2011,23,238,142,Central,CO,Coffee,Amaretto,Regular
4/20/2011,0,190,93,Central,CO,Coffee,Columbian,Regular
4/10/2011,1,261,156,Central,CO,Coffee,Decaf Irish Cream,Decaf
4/1/2011,2,238,141,Central,IL,Herbal Tea,Chamomile,Decaf
4/18/2011,3,190,92,Central,IL,Herbal Tea,Lemon,Decaf
4/2/2011,4,261,157,Central,IL,Herbal Tea,Mint,Decaf
4/8/2011,5,211,123,Central,IL,Tea,Darjeeling,Regular
4/6/2011,6,181,73,Central,IL,Tea,Earl Grey,Regular
4/14/2011,7,626,326,Central,IL,Espresso,Caffe Mocha,Regular
4/24/2011,8,509,221,Central,IL,Espresso,Decaf Espresso,Decaf
4/19/2011,9,486,232,Central,IL,Coffee,Columbian,Regular
4/10/2011,10,321,172,Central,IL,Coffee,Decaf Irish Cream,Decaf
4/9/2011,11,626,326,Central,IA,Herbal Tea,Chamomile,Decaf
4/3/2011,12,321,171,Central,IA,Herbal Tea,Lemon,Decaf
4/6/2011,13,509,220,Central,IA,Tea,Darjeeling,Regular
4/22/2011,14,616,276,Central,IA,Tea,Earl Grey,Regular
4/3/2011,15,46,15,Central,IA,Espresso,Caffe Mocha,Regular
4/28/2011,16,46,47,Central,IA,Espresso,Decaf Espresso,Decaf
4/13/2011,17,50,16,Central,IA,Coffee,Amaretto,Regular
4/3/2011,18,65,4,Central,IA,Coffee,Columbian,Regular
4/18/2011,19,52,13,Central,IA,Coffee,Decaf Irish Cream,Decaf
4/25/2011,20,114,9,Central,MO,Herbal Tea,Chamomile,Decaf
4/11/2011,21,142,18,Central,MO,Herbal Tea,Lemon,Decaf
4/24/2011,22,94,16,Central,MO,Tea,Darjeeling,Regular
4/22/2011,23,69,13,Central,MO,Tea,Earl Grey,Regular
4/18/2011,0,84,3,Central,MO,Tea,Green Tea,Regular
4/12/2011,1,123,64,Central,MO,Espresso,Caffe Mocha,Regular
4/12/2011,2,119,65,Central,MO,Espresso,Decaf Espresso,Decaf
4/13/2011,3,190,52,Central,MO,Coffee,Columbian,Regular
4/13/2011,4,178,70,Central,MO,Coffee,Decaf Irish Cream,Decaf
4/7/2011,5,56,24,Central,OH,Herbal Tea,Chamomile,Decaf
4/15/2011,6,80,39,Central,OH,Herbal Tea,Lemon,Decaf
4/2/2011,6,237,108,Central,OH,Tea,Darjeeling,Regular
4/17/2011,7,285,144,Central,OH,Tea,Earl Grey,Regular
4/2/2011,8,346,138,Central,OH,Espresso,Caffe Mocha,Regular
4/27/2011,9,129,19,Central,OH,Espresso,Decaf Espresso,Decaf
4/26/2011,10,137,42,Central,OH,Coffee,Amaretto,Regular
4/11/2011,11,114,40,Central,OH,Coffee,Columbian,Regular
4/30/2011,12,133,4,Central,OH,Coffee,Decaf Irish Cream,Decaf
4/29/2011,13,142,68,Central,WI,Herbal Tea,Chamomile,Decaf
4/30/2011,14,129,70,Central,WI,Herbal Tea,Lemon,Decaf
4/5/2011,15,121,46,Central,WI,Tea,Darjeeling,Regular
4/1/2011,16,160,1,Central,WI,Tea,Earl Grey,Regular
4/8/2011,17,161,58,Central,WI,Espresso,Caffe Mocha,Regular
4/11/2011,18,110,47,Central,WI,Espresso,Decaf Espresso,Decaf
4/8/2011,19,135,24,Central,WI,Coffee,Amaretto,Regular
4/23/2011,21,242,25,Central,WI,Coffee,Columbian,Regular
4/7/2011,22,208,86,Central,WI,Coffee,Decaf Irish Cream,Decaf
4/14/2011,23,190,50,East,CT,Herbal Tea,Lemon,Decaf
4/8/2011,0,178,68,East,CT,Herbal Tea,Mint,Decaf
4/11/2011,1,123,64,East,CT,Tea,Darjeeling,Regular
4/28/2011,2,66,27,East,CT,Tea,Green Tea,Regular
4/1/2011,3,311,159,East,CT,Coffee,Columbian,Regular
4/4/2011,4,160,0,East,CT,Espresso,Caffe Mocha,Regular
4/12/2011,5,127,36,East,CT,Espresso,Decaf Espresso,Decaf
4/26/2011,6,110,46,East,FL,Herbal Tea,Chamomile,Decaf
4/7/2011,7,135,22,East,FL,Herbal Tea,Lemon,Decaf
4/29/2011,8,161,58,East,FL,Herbal Tea,Mint,Decaf
4/30/2011,9,91,45,East,FL,Tea,Darjeeling,Regular
4/12/2011,10,129,70,East,FL,Tea,Green Tea,Regular
4/30/2011,11,237,108,East,FL,Coffee,Columbian,Regular
4/4/2011,12,285,145,East,FL,Coffee,Decaf Irish Cream,Decaf
4/23/2011,13,242,25,East,FL,Espresso,Caffe Mocha,Regular
4/18/2011,14,208,86,East,FL,Espresso,Decaf Espresso,Decaf
4/19/2011,15,129,19,East,MA,Herbal Tea,Lemon,Decaf
4/15/2011,16,80,39,East,MA,Tea,Darjeeling,Regular
4/7/2011,17,56,24,East,MA,Tea,Green Tea,Regular
4/5/2011,18,553,589,East,MA,Coffee,Columbian,Regular
4/20/2011,19,125,18,East,MA,Espresso,Caffe Mocha,Regular
4/25/2011,20,346,140,East,MA,Espresso,Regular Espresso,Regular
4/21/2011,21,84,4,East,NH,Herbal Tea,Lemon,Decaf
4/15/2011,22,50,18,East,NH,Tea,Darjeeling,Regular
4/29/2011,23,46,47,East,NH,Tea,Green Tea,Regular
4/18/2011,0,129,49,East,NH,Coffee,Amaretto,Regular
4/7/2011,1,133,40,East,NH,Coffee,Columbian,Regular
4/21/2011,2,114,9,East,NH,Espresso,Caffe Mocha,Regular
4/10/2011,3,69,13,East,NH,Espresso,Regular Espresso,Regular
4/23/2011,4,211,123,East,NY,Tea,Green Tea,Regular
4/30/2011,5,680,367,East,NY,Herbal Tea,Lemon,Decaf
4/9/2011,6,201,156,East,NY,Herbal Tea,Mint,Decaf
4/28/2011,7,261,156,East,NY,Tea,Darjeeling,Regular
4/21/2011,8,238,141,East,NY,Tea,Earl Grey,Regular
4/3/2011,9,759,410,East,NY,Coffee,Columbian,Regular
4/8/2011,10,70,304,East,NY,Espresso,Caffe Mocha,Regular
4/29/2011,11,601,349,East,NY,Espresso,Regular Espresso,Regular
4/15/2011,12,127,56,South,LA,Herbal Tea,Chamomile,Decaf
4/27/2011,13,190,52,South,LA,Herbal Tea,Lemon,Decaf
4/24/2011,14,92,45,South,LA,Coffee,Columbian,Regular
4/1/2011,15,129,71,South,LA,Coffee,Decaf Irish Cream,Decaf
4/24/2011,16,160,1,South,LA,Espresso,Caffe Latte,Regular
4/21/2011,17,142,67,South,LA,Espresso,Caffe Mocha,Regular
4/27/2011,18,121,46,South,LA,Espresso,Decaf Espresso,Decaf
4/18/2011,19,50,18,South,NM,Herbal Tea,Chamomile,Decaf
4/19/2011,20,65,4,South,NM,Herbal Tea,Lemon,Decaf
4/4/2011,21,133,40,South,NM,Coffee,Columbian,Regular
4/7/2011,22,142,16,South,NM,Coffee,Decaf Irish Cream,Decaf
4/2/2011,23,69,13,South,NM,Espresso,Caffe Latte,Regular
4/14/2011,0,114,9,South,NM,Espresso,Caffe Mocha,Regular
4/10/2011,1,94,18,South,NM,Espresso,Decaf Espresso,Decaf
4/9/2011,2,135,22,South,OK,Herbal Tea,Chamomile,Decaf
4/15/2011,3,242,24,South,OK,Herbal Tea,Lemon,Decaf
4/6/2011,4,113,49,South,OK,Coffee,Columbian,Regular
4/29/2011,5,80,37,South,OK,Coffee,Decaf Irish Cream,Decaf
4/29/2011,6,285,145,South,OK,Espresso,Caffe Latte,Regular
4/18/2011,7,56,24,South,OK,Espresso,Caffe Mocha,Regular
4/1/2011,8,237,110,South,OK,Espresso,Decaf Espresso,Decaf
4/28/2011,9,137,42,South,TX,Herbal Tea,Chamomile,Decaf
4/21/2011,10,114,40,South,TX,Herbal Tea,Lemon,Decaf
4/3/2011,6,486,239,South,TX,Coffee,Columbian,Regular
4/30/2011,7,190,93,South,TX,Coffee,Decaf Irish Cream,Decaf
4/10/2011,8,181,71,South,TX,Espresso,Caffe Latte,Regular
4/25/2011,9,238,142,South,TX,Espresso,Caffe Mocha,Regular
4/14/2011,10,211,125,South,TX,Espresso,Decaf Espresso,Decaf
4/18/2011,11,129,50,West,UT,Herbal Tea,Chamomile,Decaf
4/15/2011,12,133,42,West,UT,Herbal Tea,Lemon,Decaf
4/17/2011,13,142,16,West,UT,Herbal Tea,Mint,Decaf
4/6/2011,14,114,9,West,UT,Tea,Darjeeling,Regular
4/18/2011,15,94,16,West,UT,Tea,Earl Grey,Regular
4/5/2011,16,69,12,West,UT,Tea,Green Tea,Regular
4/14/2011,17,119,64,West,UT,Espresso,Caffe Latte,Regular
4/17/2011,18,127,55,West,UT,Espresso,Caffe Mocha,Regular
4/14/2011,19,123,64,West,UT,Espresso,Decaf Espresso,Decaf
4/26/2011,1,178,70,West,UT,Coffee,Amaretto,Regular
4/30/2011,2,127,37,West,UT,Coffee,Columbian,Regular
4/30/2011,3,190,50,West,UT,Coffee,Decaf Irish Cream,Decaf
4/23/2011,4,261,157,West,CA,Herbal Tea,Chamomile,Decaf
4/6/2011,5,486,240,West,CA,Herbal Tea,Lemon,Decaf
4/2/2011,6,190,92,West,CA,Herbal Tea,Mint,Decaf
4/6/2011,7,238,142,West,CA,Tea,Darjeeling,Regular
4/18/2011,8,211,123,West,CA,Tea,Earl Grey,Regular
4/19/2011,9,181,71,West,CA,Tea,Green Tea,Regular
4/11/2011,10,509,220,West,CA,Espresso,Caffe Latte,Regular
4/20/2011,11,318,39,West,CA,Espresso,Caffe Mocha,Regular
4/27/2011,12,626,326,West,CA,Espresso,Decaf Espresso,Decaf
4/8/2011,13,117,113,West,CA,Coffee,Amaretto,Regular
4/9/2011,14,759,410,West,CA,Coffee,Columbian,Regular
4/4/2011,15,169,209,West,CA,Coffee,Decaf Irish Cream,Decaf
4/16/2011,16,318,40,West,NV,Herbal Tea,Chamomile,Decaf
4/25/2011,17,486,232,West,NV,Herbal Tea,Lemon,Decaf
4/9/2011,18,321,171,West,NV,Herbal Tea,Mint,Decaf
4/24/2011,19,626,325,West,NV,Tea,Darjeeling,Regular
4/14/2011,20,509,221,West,NV,Tea,Earl Grey,Regular
4/17/2011,21,28,542,West,NV,Tea,Green Tea,Regular
4/30/2011,22,46,47,West,NV,Espresso,Caffe Latte,Regular
4/21/2011,23,50,16,West,NV,Espresso,Caffe Mocha,Regular
4/30/2011,0,46,15,West,NV,Espresso,Decaf Espresso,Decaf
4/3/2011,1,84,3,West,NV,Coffee,Columbian,Regular
4/27/2011,2,65,6,West,NV,Coffee,Decaf Irish Cream,Decaf
4/2/2011,3,93,46,West,OR,Herbal Tea,Chamomile,Decaf
4/4/2011,4,113,47,West,OR,Herbal Tea,Lemon,Decaf
4/19/2011,5,56,22,West,OR,Tea,Darjeeling,Regular
4/12/2011,6,237,108,West,OR,Tea,Earl Grey,Regular
4/10/2011,7,285,145,West,OR,Tea,Green Tea,Regular
4/24/2011,8,129,19,West,OR,Espresso,Caffe Latte,Regular
4/10/2011,9,137,42,West,OR,Espresso,Caffe Mocha,Regular
4/19/2011,10,346,138,West,OR,Espresso,Decaf Espresso,Decaf
4/14/2011,11,133,4,West,OR,Coffee,Amaretto,Regular
4/9/2011,12,127,12,West,OR,Coffee,Columbian,Regular
4/25/2011,13,114,42,West,OR,Coffee,Decaf Irish Cream,Decaf
4/18/2011,14,311,157,West,WA,Herbal Tea,Chamomile,Decaf
4/3/2011,15,92,45,West,WA,Herbal Tea,Lemon,Decaf
4/8/2011,16,142,67,West,WA,Tea,Darjeeling,Regular
4/6/2011,17,121,45,West,WA,Tea,Earl Grey,Regular
4/17/2011,18,160,0,West,WA,Tea,Green Tea,Regular
4/7/2011,19,110,47,West,WA,Espresso,Caffe Latte,Regular
4/15/2011,20,135,22,West,WA,Espresso,Caffe Mocha,Regular
4/22/2011,21,161,58,West,WA,Espresso,Decaf Espresso,Decaf
4/29/2011,22,180,80,West,WA,Coffee,Columbian,Regular
4/23/2011,23,242,25,West,WA,Coffee,Decaf Irish Cream,Decaf
5/3/2011,0,295,115,Central,CO,Herbal Tea,Chamomile,Decaf
5/30/2011,1,127,4,Central,CO,Herbal Tea,Lemon,Decaf
5/31/2011,2,122,36,Central,CO,Herbal Tea,Mint,Decaf
5/19/2011,3,117,17,Central,CO,Tea,Darjeeling,Regular
5/30/2011,4,121,37,Central,CO,Tea,Earl Grey,Regular
5/11/2011,5,98,41,Central,CO,Tea,Green Tea,Regular
5/28/2011,6,208,121,Central,CO,Espresso,Caffe Mocha,Regular
5/1/2011,7,159,61,Central,CO,Espresso,Decaf Espresso,Decaf
5/15/2011,8,254,153,Central,CO,Coffee,Amaretto,Regular
5/5/2011,9,188,94,Central,CO,Coffee,Columbian,Regular
5/10/2011,10,254,155,Central,CO,Coffee,Decaf Irish Cream,Decaf
5/6/2011,11,254,155,Central,IL,Herbal Tea,Chamomile,Decaf
5/19/2011,12,188,94,Central,IL,Herbal Tea,Lemon,Decaf
5/21/2011,13,254,155,Central,IL,Herbal Tea,Mint,Decaf
5/11/2011,14,208,121,Central,IL,Tea,Darjeeling,Regular
5/2/2011,6,159,61,Central,IL,Tea,Earl Grey,Regular
5/2/2011,7,607,317,Central,IL,Espresso,Caffe Mocha,Regular
5/2/2011,8,516,228,Central,IL,Espresso,Decaf Espresso,Decaf
5/3/2011,9,461,222,Central,IL,Coffee,Columbian,Regular
5/1/2011,10,309,168,Central,IL,Coffee,Decaf Irish Cream,Decaf
5/31/2011,11,607,319,Central,IA,Herbal Tea,Chamomile,Decaf
5/23/2011,12,309,168,Central,IA,Herbal Tea,Lemon,Decaf
5/24/2011,13,516,228,Central,IA,Tea,Darjeeling,Regular
5/2/2011,14,584,262,Central,IA,Tea,Earl Grey,Regular
5/4/2011,15,49,17,Central,IA,Espresso,Caffe Mocha,Regular
5/9/2011,16,43,43,Central,IA,Espresso,Decaf Espresso,Decaf
5/28/2011,17,49,17,Central,IA,Coffee,Amaretto,Regular
5/31/2011,18,67,10,Central,IA,Coffee,Columbian,Regular
5/31/2011,19,52,15,Central,IA,Coffee,Decaf Irish Cream,Decaf
5/11/2011,5,103,11,Central,MO,Herbal Tea,Chamomile,Decaf
5/10/2011,6,135,21,Central,MO,Herbal Tea,Lemon,Decaf
5/6/2011,7,91,19,Central,MO,Tea,Darjeeling,Regular
5/24/2011,8,75,6,Central,MO,Tea,Earl Grey,Regular
5/23/2011,9,80,3,Central,MO,Tea,Green Tea,Regular
5/6/2011,10,108,57,Central,MO,Espresso,Caffe Mocha,Regular
5/14/2011,11,96,50,Central,MO,Espresso,Decaf Espresso,Decaf
5/2/2011,12,171,46,Central,MO,Coffee,Columbian,Regular
5/21/2011,13,147,52,Central,MO,Coffee,Decaf Irish Cream,Decaf
5/25/2011,14,49,17,Central,OH,Herbal Tea,Chamomile,Decaf
5/27/2011,15,70,32,Central,OH,Herbal Tea,Lemon,Decaf
5/25/2011,16,233,109,Central,OH,Tea,Darjeeling,Regular
5/14/2011,17,271,139,Central,OH,Tea,Earl Grey,Regular
5/11/2011,18,295,116,Central,OH,Espresso,Caffe Mocha,Regular
5/2/2011,19,117,15,Central,OH,Espresso,Decaf Espresso,Decaf
5/26/2011,20,122,37,Central,OH,Coffee,Amaretto,Regular
5/4/2011,21,102,33,Central,OH,Coffee,Columbian,Regular
5/1/2011,22,127,3,Central,OH,Coffee,Decaf Irish Cream,Decaf
5/9/2011,23,129,62,Central,WI,Herbal Tea,Chamomile,Decaf
5/30/2011,0,129,70,Central,WI,Herbal Tea,Lemon,Decaf
5/21/2011,1,109,37,Central,WI,Tea,Darjeeling,Regular
5/12/2011,2,153,3,Central,WI,Tea,Earl Grey,Regular
5/27/2011,3,168,65,Central,WI,Espresso,Caffe Mocha,Regular
5/21/2011,4,109,48,Central,WI,Espresso,Decaf Espresso,Decaf
5/19/2011,5,129,23,Central,WI,Coffee,Amaretto,Regular
5/14/2011,6,219,23,Central,WI,Coffee,Columbian,Regular
5/30/2011,7,202,86,Central,WI,Coffee,Decaf Irish Cream,Decaf
5/26/2011,8,171,46,East,CT,Herbal Tea,Lemon,Decaf
5/1/2011,9,147,52,East,CT,Herbal Tea,Mint,Decaf
5/5/2011,10,108,58,East,CT,Tea,Darjeeling,Regular
5/15/2011,11,56,23,East,CT,Tea,Green Tea,Regular
5/18/2011,12,273,135,East,CT,Coffee,Columbian,Regular
5/10/2011,13,153,4,East,CT,Espresso,Caffe Mocha,Regular
5/14/2011,14,112,30,East,CT,Espresso,Decaf Espresso,Decaf
5/13/2011,15,109,48,East,FL,Herbal Tea,Chamomile,Decaf
5/5/2011,16,129,23,East,FL,Herbal Tea,Lemon,Decaf
5/30/2011,17,168,65,East,FL,Herbal Tea,Mint,Decaf
5/12/2011,18,88,44,East,FL,Tea,Darjeeling,Regular
5/26/2011,19,129,72,East,FL,Tea,Green Tea,Regular
5/2/2011,20,233,108,East,FL,Coffee,Columbian,Regular
5/14/2011,21,271,138,East,FL,Coffee,Decaf Irish Cream,Decaf
5/3/2011,22,219,23,East,FL,Espresso,Caffe Mocha,Regular
5/10/2011,23,202,86,East,FL,Espresso,Decaf Espresso,Decaf
5/30/2011,0,117,17,East,MA,Herbal Tea,Lemon,Decaf
5/27/2011,1,70,30,East,MA,Tea,Darjeeling,Regular
5/6/2011,2,49,17,East,MA,Tea,Green Tea,Regular
5/17/2011,3,546,599,East,MA,Coffee,Columbian,Regular
5/10/2011,4,113,22,East,MA,Espresso,Caffe Mocha,Regular
5/28/2011,5,295,116,East,MA,Espresso,Regular Espresso,Regular
5/3/2011,6,43,44,East,NH,Tea,Green Tea,Regular
5/25/2011,7,80,1,East,NH,Herbal Tea,Lemon,Decaf
5/6/2011,8,49,17,East,NH,Tea,Darjeeling,Regular
5/23/2011,9,124,48,East,NH,Coffee,Amaretto,Regular
5/8/2011,10,131,43,East,NH,Coffee,Columbian,Regular
5/7/2011,11,103,10,East,NH,Espresso,Caffe Mocha,Regular
5/7/2011,12,75,4,East,NH,Espresso,Regular Espresso,Regular
5/31/2011,13,208,123,East,NY,Tea,Green Tea,Regular
5/12/2011,14,645,348,East,NY,Herbal Tea,Lemon,Decaf
5/20/2011,15,196,181,East,NY,Herbal Tea,Mint,Decaf
5/2/2011,16,254,155,East,NY,Tea,Darjeeling,Regular
5/8/2011,17,254,153,East,NY,Tea,Earl Grey,Regular
5/28/2011,18,749,407,East,NY,Coffee,Columbian,Regular
5/15/2011,6,68,269,East,NY,Espresso,Caffe Mocha,Regular
5/1/2011,7,538,258,East,NY,Espresso,Regular Espresso,Regular
5/15/2011,8,110,48,South,LA,Herbal Tea,Chamomile,Decaf
5/26/2011,9,171,46,South,LA,Herbal Tea,Lemon,Decaf
5/28/2011,10,98,50,South,LA,Coffee,Columbian,Regular
5/10/2011,11,129,72,South,LA,Coffee,Decaf Irish Cream,Decaf
5/8/2011,12,153,4,South,LA,Espresso,Caffe Latte,Regular
5/26/2011,13,129,61,South,LA,Espresso,Caffe Mocha,Regular
5/14/2011,14,109,39,South,LA,Espresso,Decaf Espresso,Decaf
